date,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,Final_Community_Sum
24/07/2020 19:00,0.03,1.19,0.22,1.76,0.54,2.19,1.53,2.91,0.23,0.41,0.65,0.38,0.13,0.58,1.20,1.29,0.06,1.35,1.32,0.58,18.55
24/07/2020 20:00,0.01,0.92,0.39,0.62,0.44,2.86,0.60,2.07,0.52,0.36,0.58,0.32,0.18,0.49,0.68,0.56,0.09,0.51,0.40,0.21,12.80
24/07/2020 21:00,0.05,0.09,0.38,0.47,0.45,1.70,1.15,1.56,0.22,0.36,0.36,1.07,0.20,0.51,0.45,0.55,0.10,0.94,0.36,0.22,11.19
24/07/2020 22:00,0.05,0.11,0.33,0.37,0.44,0.49,0.99,0.51,0.30,0.37,1.56,0.93,0.16,0.43,0.35,0.57,0.12,1.67,0.27,0.27,10.27
24/07/2020 23:00,0.04,0.32,0.46,0.30,0.36,0.50,0.81,0.51,0.53,0.28,1.14,0.27,0.10,0.25,0.47,0.56,0.11,0.74,0.30,0.21,8.26
25/07/2020 00:00,0.03,0.37,0.32,0.22,0.18,0.39,0.58,0.36,0.32,0.23,0.34,0.27,0.64,0.25,0.47,0.62,0.13,0.72,0.20,0.20,6.83
25/07/2020 01:00,0.05,0.64,0.29,0.21,0.18,0.35,0.49,0.33,0.25,0.40,0.19,0.22,0.39,0.22,0.46,0.48,0.11,0.50,0.18,0.14,6.09
25/07/2020 02:00,0.05,0.19,0.11,0.20,0.17,0.32,0.38,0.21,0.26,0.71,0.21,0.18,0.48,0.29,0.46,0.57,0.06,0.37,0.17,0.12,5.50
25/07/2020 03:00,0.03,0.46,0.16,0.19,0.18,0.26,0.30,0.30,0.35,0.49,0.23,0.26,0.59,0.25,0.46,0.52,0.04,0.37,0.13,0.12,5.69
25/07/2020 04:00,0.03,0.91,0.20,0.20,0.17,0.26,0.21,0.30,0.34,0.27,0.18,0.32,0.09,0.24,0.45,0.48,0.05,0.38,0.17,0.11,5.38
25/07/2020 05:00,0.05,2.93,1.72,0.19,0.16,0.30,0.26,1.77,0.25,0.23,0.21,0.24,0.29,0.25,0.45,0.46,0.05,0.37,0.13,0.14,10.46
25/07/2020 06:00,0.04,2.22,1.93,0.32,0.19,0.06,0.22,3.62,0.34,0.26,0.17,0.24,0.24,0.35,0.44,0.44,0.04,0.36,0.08,0.17,11.72
25/07/2020 07:00,0.01,0.12,0.28,1.45,0.21,0.01,1.24,3.65,0.26,0.41,0.23,0.28,0.23,0.52,0.33,0.46,0.05,0.40,0.10,0.17,10.40
25/07/2020 08:00,0.03,0.12,0.11,0.28,0.19,0.34,0.76,0.47,0.52,0.30,0.30,0.35,0.39,0.43,0.80,0.45,0.89,0.47,0.14,0.28,7.63
25/07/2020 09:00,0.03,0.24,0.13,1.30,0.48,0.51,0.32,0.31,0.57,0.15,0.69,0.41,0.20,0.25,2.04,0.44,0.13,0.85,0.73,0.11,9.90
25/07/2020 10:00,0.03,0.37,0.40,0.73,0.87,0.64,1.11,0.25,0.46,4.07,1.19,0.66,0.24,1.17,1.16,0.45,0.36,3.07,0.52,0.23,17.98
25/07/2020 11:00,0.02,1.22,0.35,3.98,0.44,0.38,0.17,0.35,0.40,0.39,0.52,0.37,0.17,0.96,0.87,1.11,0.59,0.83,0.20,0.30,13.62
25/07/2020 12:00,0.05,0.66,0.25,1.86,0.59,0.34,0.44,1.35,0.41,0.21,1.89,1.12,0.25,1.23,0.25,0.73,0.07,0.57,0.21,0.21,12.69
25/07/2020 13:00,0.06,1.31,1.05,0.86,1.38,0.28,0.49,0.87,0.56,0.14,1.24,0.77,0.28,0.26,0.85,0.48,0.15,0.64,0.54,0.62,12.83
25/07/2020 14:00,0.06,0.68,1.18,0.63,0.91,1.66,0.44,1.42,1.17,0.31,3.20,0.48,0.30,0.24,0.85,0.65,0.13,0.57,0.17,0.53,15.57
25/07/2020 15:00,0.04,0.53,0.18,0.32,1.06,1.53,0.14,0.62,0.28,0.23,0.63,0.36,0.33,0.35,0.44,0.50,0.21,0.81,0.20,0.16,8.93
25/07/2020 16:00,0.06,0.30,0.22,0.31,0.53,0.46,0.50,1.15,0.35,0.15,0.59,1.53,0.24,0.68,0.42,1.03,0.42,1.33,0.13,0.24,10.65
25/07/2020 17:00,0.06,1.07,0.73,0.68,0.54,0.46,0.85,0.21,0.50,0.28,1.08,0.82,0.24,2.93,0.32,1.81,1.49,1.83,0.22,0.55,16.68
25/07/2020 18:00,0.05,0.67,1.31,0.70,0.46,1.93,0.35,0.35,0.47,0.61,0.80,0.53,0.24,1.93,0.29,0.99,0.39,3.50,1.10,0.35,17.04
25/07/2020 19:00,0.00,0.83,0.33,0.54,0.61,0.51,0.19,1.14,0.79,0.40,2.62,0.69,0.25,0.30,1.04,0.43,0.23,1.29,0.24,0.28,12.72
25/07/2020 20:00,0.04,0.44,0.25,0.82,0.31,1.97,0.49,0.24,1.20,0.15,0.30,0.36,0.20,0.35,0.36,0.44,0.06,1.14,0.26,0.64,10.01
25/07/2020 21:00,0.04,0.67,0.42,0.50,0.57,2.13,0.29,0.26,1.29,0.82,0.55,0.31,0.19,0.47,0.44,0.44,0.09,0.59,0.19,2.75,13.02
25/07/2020 22:00,0.05,0.24,0.39,1.11,0.62,0.56,0.44,0.23,2.35,0.63,0.50,0.26,0.15,0.48,0.62,0.45,0.18,0.76,0.25,0.27,10.55
25/07/2020 23:00,0.02,0.22,0.36,0.44,0.42,0.58,0.36,0.30,1.49,0.42,0.51,0.21,0.14,0.34,0.93,0.58,0.23,0.84,0.24,0.26,8.89
26/07/2020 00:00,0.05,0.18,0.43,0.30,0.21,0.53,0.21,0.29,0.44,0.33,0.42,0.20,0.13,0.26,0.75,0.46,0.11,0.85,0.28,0.18,6.62
26/07/2020 01:00,0.05,0.12,0.32,0.39,0.18,0.30,0.22,0.30,0.24,0.37,0.20,0.19,0.43,0.25,0.34,0.47,0.08,0.62,0.18,0.12,5.38
26/07/2020 02:00,0.05,0.08,0.18,0.24,0.16,0.22,0.40,0.57,0.34,0.18,0.20,0.18,0.23,0.23,0.28,0.44,0.04,0.45,0.18,0.10,4.74
26/07/2020 03:00,0.02,0.11,0.25,0.23,0.17,0.35,0.35,0.30,0.23,0.13,0.16,0.11,0.60,0.22,0.26,0.45,0.05,0.37,0.14,0.08,4.56
26/07/2020 04:00,0.05,0.96,0.17,0.23,0.17,0.31,0.21,0.27,0.25,0.13,0.13,0.12,0.11,0.30,0.18,0.47,0.05,0.40,0.19,0.10,4.81
26/07/2020 05:00,0.05,2.91,1.68,0.23,0.17,0.09,0.29,1.90,0.34,0.30,0.16,0.12,0.33,0.27,0.19,0.45,0.04,0.41,0.14,0.15,10.22
26/07/2020 06:00,0.04,2.16,2.68,0.85,0.20,0.53,0.23,3.63,0.32,0.32,0.20,0.17,0.14,0.30,0.22,0.44,0.05,0.40,0.08,0.17,13.14
26/07/2020 07:00,0.00,0.26,0.24,1.09,0.21,1.02,0.12,3.78,0.25,1.33,0.28,0.19,0.25,0.68,0.19,0.44,0.07,0.47,0.11,0.18,11.19
26/07/2020 08:00,0.04,0.11,0.27,0.94,0.19,0.97,0.33,0.40,1.92,0.15,0.27,0.30,0.50,0.66,0.24,0.45,0.09,0.64,0.27,0.12,8.87
26/07/2020 09:00,0.04,0.16,0.31,2.36,0.60,1.61,0.78,0.24,0.46,0.23,0.29,0.32,0.32,1.39,1.29,0.43,0.27,0.86,0.46,0.12,12.53
26/07/2020 10:00,0.05,0.18,1.07,1.31,0.44,0.73,0.36,0.22,0.42,0.16,0.81,0.67,0.18,1.05,1.70,0.43,0.06,1.87,1.40,1.71,14.81
26/07/2020 11:00,0.03,0.42,0.40,0.86,0.34,1.21,0.71,0.17,0.36,0.12,2.58,1.46,0.16,0.87,1.00,0.43,0.43,1.48,0.38,0.34,13.76
26/07/2020 12:00,0.05,0.66,0.24,0.27,0.48,1.27,0.21,0.18,1.02,0.10,0.72,1.20,0.17,0.39,2.70,0.43,0.62,0.31,0.37,0.31,11.69
26/07/2020 13:00,0.07,0.25,0.31,2.01,0.40,1.24,0.36,0.88,0.58,0.16,0.87,0.54,0.26,0.29,0.87,0.44,0.84,0.57,0.28,0.33,11.55
26/07/2020 14:00,0.05,0.10,0.38,0.84,0.85,0.96,1.08,0.21,0.42,0.29,0.48,1.18,0.22,0.22,0.22,0.44,0.19,1.45,1.54,0.66,11.78
26/07/2020 15:00,0.03,0.45,0.36,1.93,0.29,1.86,0.31,0.67,0.55,0.17,3.94,0.49,0.41,0.24,0.20,0.44,0.60,0.54,0.39,0.30,14.18
26/07/2020 16:00,0.04,0.33,0.25,1.04,0.32,0.51,1.94,0.50,0.69,0.13,1.93,0.38,0.13,0.24,0.23,0.44,0.80,0.92,0.23,0.77,11.80
26/07/2020 17:00,0.18,1.07,0.36,2.03,0.34,1.57,1.20,0.25,0.78,0.54,1.98,0.68,0.13,0.30,0.17,0.43,1.09,4.22,0.26,1.05,18.63
26/07/2020 18:00,0.11,1.00,0.24,1.24,0.62,1.28,1.10,0.17,0.41,0.21,2.25,0.87,0.09,1.50,0.24,0.42,0.42,0.63,0.30,0.70,13.82
26/07/2020 19:00,0.27,0.14,0.14,1.04,0.65,0.50,0.26,0.28,0.72,1.35,1.21,0.48,0.14,1.87,1.11,0.43,0.15,0.69,0.14,0.25,11.82
26/07/2020 20:00,0.12,0.26,0.19,0.58,0.44,0.79,0.51,0.76,0.41,0.89,1.03,0.26,0.15,0.49,0.62,0.44,0.47,0.72,0.16,0.23,9.54
26/07/2020 21:00,0.05,0.38,0.19,0.45,0.50,1.00,0.48,1.72,1.37,0.44,0.96,0.24,0.15,0.55,0.54,0.44,0.96,0.65,0.34,0.21,11.61
26/07/2020 22:00,0.05,0.67,0.32,1.21,0.45,2.47,0.58,0.42,0.58,0.24,0.21,0.24,0.10,0.50,0.49,0.46,0.12,0.68,1.37,0.24,11.37
26/07/2020 23:00,0.02,0.37,0.47,0.42,0.48,2.44,0.59,0.56,0.99,0.15,0.23,0.28,0.15,0.26,0.24,0.45,0.13,0.71,0.38,0.27,9.57
27/07/2020 00:00,0.05,0.47,0.45,0.42,0.31,0.49,0.58,0.42,0.52,0.19,1.04,0.27,0.16,0.28,0.21,0.45,0.07,0.81,0.29,0.30,7.79
27/07/2020 01:00,0.05,0.11,0.46,0.36,0.32,0.37,0.34,0.49,0.30,0.35,0.69,0.26,0.09,0.26,0.19,0.45,0.05,0.46,0.18,0.18,5.95
27/07/2020 02:00,0.05,0.07,0.32,0.34,0.17,0.30,0.57,0.36,0.38,0.29,0.15,0.21,0.41,0.23,0.21,0.45,0.05,0.38,0.14,0.12,5.18
27/07/2020 03:00,0.02,0.12,0.35,0.34,0.18,0.17,0.34,0.35,0.35,0.25,0.20,0.20,0.27,0.25,0.19,0.46,0.04,0.39,0.16,0.12,4.73
27/07/2020 04:00,0.05,0.95,0.21,0.25,0.17,0.34,0.27,0.30,0.28,0.27,0.22,0.20,0.46,0.25,0.20,0.51,0.05,0.43,0.18,0.12,5.67
27/07/2020 05:00,0.05,2.86,1.83,0.29,0.16,0.23,0.28,1.78,0.23,0.35,0.14,0.24,0.32,0.29,0.19,0.45,0.06,0.41,0.12,0.14,10.44
27/07/2020 06:00,0.03,2.25,3.03,0.41,0.18,0.09,0.27,3.73,0.30,0.28,0.12,0.26,0.53,0.33,0.19,0.45,0.04,0.39,0.11,0.17,13.15
27/07/2020 07:00,0.01,0.27,0.19,0.21,0.22,0.05,0.28,3.71,0.46,0.48,0.16,0.25,0.26,0.36,0.22,0.43,0.04,0.49,0.11,0.17,8.37
27/07/2020 08:00,0.04,0.94,0.14,0.22,0.17,0.30,0.71,0.43,0.86,0.73,0.25,0.31,0.42,0.49,1.34,0.43,0.13,0.35,0.40,0.32,8.98
27/07/2020 09:00,0.04,0.14,0.37,0.34,0.34,0.37,0.33,0.19,0.38,1.40,0.29,0.32,0.15,0.23,0.38,0.45,0.06,0.64,0.30,0.13,6.84
27/07/2020 10:00,0.02,0.07,0.23,0.16,0.40,0.88,0.14,0.21,0.27,0.79,0.32,0.36,0.21,0.27,0.26,0.46,0.20,1.25,0.19,0.22,6.91
27/07/2020 11:00,0.06,0.10,0.23,0.13,0.17,0.41,0.14,0.18,0.33,0.23,0.55,0.75,0.20,0.93,0.26,0.44,0.23,0.52,0.26,0.15,6.27
27/07/2020 12:00,0.06,0.08,0.26,0.14,0.37,0.33,0.10,0.15,0.34,0.97,1.38,0.61,0.24,0.56,0.21,0.45,0.17,0.59,0.95,0.07,8.00
27/07/2020 13:00,0.06,0.10,0.54,1.09,1.39,0.48,0.11,0.25,0.35,0.85,0.41,0.53,0.28,1.04,0.27,0.46,0.18,0.69,0.61,1.43,11.14
27/07/2020 14:00,0.05,0.22,0.85,0.71,1.21,0.44,0.16,0.52,0.43,0.67,0.30,0.45,0.20,1.32,0.36,0.46,0.85,1.29,0.59,1.14,12.22
27/07/2020 15:00,0.06,0.11,0.19,0.52,0.65,0.61,0.11,0.19,0.79,0.55,0.60,0.37,0.45,0.60,0.32,0.36,1.12,0.48,0.19,0.12,8.39
27/07/2020 16:00,0.06,1.85,1.19,0.44,0.84,0.41,0.17,0.16,0.36,0.19,1.14,0.31,0.29,0.24,0.26,0.12,0.04,1.22,0.15,0.46,9.92
27/07/2020 17:00,0.09,0.66,0.54,0.46,0.58,1.16,0.08,0.17,0.80,0.13,1.21,1.22,0.29,0.29,0.21,0.13,0.99,2.07,1.20,1.13,13.40
27/07/2020 18:00,0.03,0.16,0.39,1.81,0.50,1.15,0.46,0.18,1.71,0.31,2.05,0.63,0.25,2.47,0.56,0.12,0.49,2.27,0.88,1.28,17.72
27/07/2020 19:00,0.05,1.08,0.28,2.91,0.51,2.21,0.07,0.23,0.55,0.19,2.46,0.25,0.30,0.31,0.84,0.13,0.19,1.68,0.36,2.80,17.39
27/07/2020 20:00,0.05,0.28,0.32,0.93,0.30,2.13,0.09,0.37,0.56,0.21,2.47,0.22,0.20,0.39,0.36,0.12,0.44,0.43,0.20,0.15,10.20
27/07/2020 21:00,0.04,0.27,0.47,0.41,0.57,1.95,0.68,0.34,0.66,0.95,1.06,0.38,0.19,0.49,0.65,0.12,0.97,0.62,0.40,0.12,11.33
27/07/2020 22:00,0.02,0.26,0.52,0.40,0.54,0.77,0.91,0.34,0.68,0.22,1.85,0.35,0.12,0.47,0.72,0.12,0.07,0.86,0.29,0.18,9.69
27/07/2020 23:00,0.17,0.76,0.46,0.28,0.41,0.40,0.37,0.25,0.57,0.21,0.66,0.29,0.10,0.25,0.48,0.13,0.08,0.64,0.78,0.24,7.56
28/07/2020 00:00,0.86,0.39,0.14,0.26,0.32,0.27,0.28,0.18,0.30,0.15,1.68,0.27,0.54,0.23,0.33,0.14,0.12,0.58,0.17,0.13,7.34
28/07/2020 01:00,0.96,0.20,0.23,0.20,0.16,0.34,0.20,0.19,0.44,0.13,2.27,0.24,0.32,0.29,0.24,0.12,0.07,0.45,0.18,0.12,7.37
28/07/2020 02:00,0.51,0.10,0.23,0.20,0.16,0.29,0.16,0.19,0.21,0.17,0.30,0.19,0.41,0.23,0.19,0.12,0.08,0.33,0.18,0.11,4.36
28/07/2020 03:00,0.23,0.08,0.23,0.20,0.16,0.18,0.18,0.13,0.27,0.18,0.20,0.19,0.60,0.23,0.18,0.12,0.06,0.33,0.15,0.07,3.96
28/07/2020 04:00,0.22,0.96,0.34,0.20,0.19,0.35,0.16,0.17,0.47,0.13,0.14,0.27,0.09,0.25,0.17,0.12,0.06,0.47,0.17,0.08,5.03
28/07/2020 05:00,0.20,2.88,1.94,0.19,0.15,0.19,0.22,1.73,0.24,0.17,0.19,0.26,0.31,0.22,0.17,0.14,0.08,0.34,0.15,0.16,9.91
28/07/2020 06:00,0.21,2.19,2.12,0.22,0.16,1.20,0.27,3.69,0.68,0.28,0.21,0.20,0.11,0.38,0.19,0.12,0.06,0.35,0.18,0.17,13.00
28/07/2020 07:00,0.21,0.12,0.20,0.38,0.21,0.40,0.51,3.59,0.43,0.43,0.13,0.25,0.30,0.67,0.22,0.26,0.06,0.42,0.49,0.16,9.46
28/07/2020 08:00,0.21,0.43,0.32,0.31,0.27,0.37,1.14,0.59,0.37,0.48,0.21,0.29,0.48,0.25,1.27,0.44,1.06,1.12,0.42,0.23,10.27
28/07/2020 09:00,0.19,0.16,0.22,0.35,0.43,0.26,0.14,1.31,0.49,0.20,0.41,0.47,0.23,1.90,0.86,0.43,0.19,0.34,0.19,0.77,9.54
28/07/2020 10:00,0.22,0.35,0.69,0.30,0.33,0.38,0.19,1.02,0.51,0.17,1.12,0.42,0.21,0.80,0.70,0.45,0.07,1.38,0.21,0.12,9.62
28/07/2020 11:00,0.22,0.14,0.45,0.71,0.90,0.28,0.18,0.23,0.60,0.20,0.52,1.06,0.26,1.41,1.72,0.45,0.18,0.67,0.27,0.13,10.58
28/07/2020 12:00,0.24,0.13,0.63,0.72,0.43,0.35,0.49,0.20,1.09,0.19,0.57,1.00,0.26,1.36,0.54,0.44,0.12,1.71,0.21,0.09,10.77
28/07/2020 13:00,0.19,0.38,0.22,0.20,0.29,0.47,0.28,0.17,0.62,0.52,0.24,1.12,0.19,0.58,0.23,0.46,0.67,0.95,0.40,0.57,8.75
28/07/2020 14:00,0.22,0.26,0.17,0.89,1.54,0.36,1.71,0.71,0.56,0.31,0.40,0.40,0.32,0.27,0.25,0.46,1.04,0.57,0.47,0.21,11.09
28/07/2020 15:00,0.22,0.28,0.56,1.19,0.29,0.22,0.10,0.21,0.39,0.27,0.28,1.58,0.31,0.24,0.29,0.47,0.05,0.59,0.19,0.72,8.43
28/07/2020 16:00,0.21,0.10,0.20,0.54,0.32,0.38,0.57,0.14,0.43,0.30,0.16,0.40,0.27,0.24,0.24,0.45,0.42,0.74,0.16,0.19,6.49
28/07/2020 17:00,0.19,0.10,0.33,1.61,0.27,0.38,1.38,0.15,0.46,0.34,0.32,1.06,0.30,0.30,0.22,0.46,0.23,1.98,0.22,0.37,10.68
28/07/2020 18:00,0.09,0.07,0.35,1.63,0.35,0.34,0.35,0.18,1.33,0.39,1.08,0.40,0.25,1.69,0.64,0.42,0.05,1.48,1.56,0.93,13.60
28/07/2020 19:00,0.05,0.10,0.23,3.68,0.35,1.02,0.28,0.17,0.34,1.35,1.65,0.46,0.25,1.23,0.76,0.44,0.08,1.25,0.57,0.39,14.61
28/07/2020 20:00,0.03,0.46,0.37,0.66,0.39,0.89,0.64,0.16,0.56,0.27,0.33,0.76,0.26,0.46,1.50,0.44,0.06,1.09,0.24,0.26,9.82
28/07/2020 21:00,0.02,0.50,0.42,1.69,0.41,1.24,1.23,0.16,0.46,0.98,0.24,0.43,0.36,0.53,1.21,0.46,0.07,0.58,0.39,1.32,12.70
28/07/2020 22:00,0.05,0.30,0.42,1.33,0.37,1.12,0.52,0.23,0.54,1.02,0.31,0.28,0.25,0.71,0.55,0.45,0.28,0.71,0.25,0.21,9.89
28/07/2020 23:00,0.05,0.14,0.45,0.27,0.21,1.55,0.41,0.23,0.46,0.20,0.43,0.27,0.20,0.61,0.34,0.45,0.10,0.62,0.26,0.23,7.49
29/07/2020 00:00,0.20,0.11,0.36,0.20,0.16,0.45,0.29,1.06,0.45,0.15,1.58,0.26,0.63,1.17,0.34,0.45,0.08,0.58,0.17,0.19,8.88
29/07/2020 01:00,0.46,0.10,0.34,0.20,0.17,0.26,0.23,0.40,0.22,0.18,0.34,0.27,0.39,0.27,0.31,0.47,0.05,0.49,0.16,0.13,5.46
29/07/2020 02:00,0.62,0.08,0.32,0.19,0.19,0.36,0.17,0.16,0.32,0.13,0.20,0.26,0.55,0.24,0.25,0.48,0.04,0.41,0.21,0.13,5.33
29/07/2020 03:00,0.62,0.12,0.31,0.19,0.18,0.33,0.14,0.19,0.28,0.13,0.19,0.26,0.33,0.25,0.19,0.46,0.05,0.36,0.15,0.12,4.85
29/07/2020 04:00,0.61,0.93,0.38,0.21,0.19,0.19,0.15,0.36,0.39,0.14,0.23,0.25,0.73,0.24,0.15,0.51,0.05,0.36,0.15,0.12,6.33
29/07/2020 05:00,0.59,2.94,1.92,0.19,0.15,0.18,0.19,2.03,0.23,0.20,0.17,0.20,0.42,0.23,0.16,0.58,0.04,0.30,0.18,0.13,11.05
29/07/2020 06:00,0.60,2.09,2.96,0.20,0.18,0.17,0.22,3.65,0.52,0.24,0.25,0.27,0.53,0.38,0.20,0.48,0.04,0.44,0.09,0.13,13.63
29/07/2020 07:00,0.59,0.08,0.29,0.22,0.22,0.02,0.36,3.79,0.38,0.47,0.23,0.26,0.46,0.66,0.19,0.45,0.05,0.43,0.09,0.13,9.36
29/07/2020 08:00,0.93,0.25,0.25,2.04,0.14,0.34,0.26,0.43,0.29,0.33,0.26,0.27,0.40,0.26,0.72,0.44,0.59,0.30,0.22,0.28,9.01
29/07/2020 09:00,0.60,0.63,0.47,0.79,1.03,0.27,0.25,0.23,0.60,1.35,0.48,0.67,0.34,0.23,0.92,0.45,0.05,0.51,0.57,0.12,10.56
29/07/2020 10:00,0.64,0.21,1.03,0.67,0.78,0.41,0.21,0.24,1.12,0.39,1.40,1.06,0.22,0.23,0.43,0.45,0.04,0.95,0.49,0.35,11.33
29/07/2020 11:00,0.41,0.35,0.56,0.37,0.56,0.69,0.53,0.26,1.92,1.20,0.48,0.52,1.58,0.28,0.36,0.44,0.05,1.81,0.19,0.28,12.83
29/07/2020 12:00,0.20,0.11,0.46,2.49,0.68,0.53,1.00,0.57,0.56,0.58,1.49,0.32,0.50,1.18,0.52,0.44,0.04,0.78,0.32,0.51,13.27
29/07/2020 13:00,0.14,0.24,0.36,1.48,0.50,0.80,0.43,0.59,0.48,0.29,0.55,0.43,0.31,1.06,0.31,0.46,0.05,1.28,0.61,0.45,10.82
29/07/2020 14:00,0.08,0.15,0.41,0.39,0.82,0.67,0.11,0.63,0.36,1.79,0.52,0.35,0.16,1.53,0.45,0.46,0.04,1.03,0.29,0.28,10.54
29/07/2020 15:00,0.03,0.16,0.23,0.38,0.35,1.48,1.39,1.46,1.50,1.08,0.26,0.31,0.27,1.03,0.67,0.44,0.07,0.93,0.20,0.12,12.38
29/07/2020 16:00,0.04,0.29,0.29,2.11,0.41,0.93,0.71,0.39,1.03,0.99,1.28,0.28,0.14,0.28,0.39,0.43,0.23,1.21,0.71,0.18,12.30
29/07/2020 17:00,0.09,0.15,0.44,1.47,0.19,1.33,0.24,0.25,0.53,0.79,3.15,0.31,0.53,0.47,0.35,0.42,0.58,2.59,0.31,0.99,15.19
29/07/2020 18:00,0.07,0.12,0.40,0.67,0.40,1.56,0.18,0.56,0.97,0.50,2.96,0.78,0.46,0.38,1.61,0.42,0.10,1.65,0.91,1.03,15.70
29/07/2020 19:00,0.12,0.17,0.49,0.44,0.86,1.10,0.24,0.50,1.33,0.48,2.99,0.36,0.13,0.46,0.39,0.44,0.04,0.72,0.28,1.36,12.92
29/07/2020 20:00,0.11,0.21,0.42,0.30,0.92,0.51,0.30,0.52,1.37,0.75,0.30,0.25,0.16,0.47,0.35,0.44,0.10,0.45,1.02,0.21,9.17
29/07/2020 21:00,0.08,0.33,1.62,0.27,0.42,0.66,0.54,0.31,1.37,0.57,0.96,0.24,0.33,0.50,0.90,0.44,0.25,0.62,0.70,0.20,11.32
29/07/2020 22:00,0.32,0.30,0.36,0.32,0.41,0.66,1.05,0.49,0.54,0.45,0.80,0.17,0.25,0.51,0.78,0.45,0.28,0.84,0.54,0.25,9.76
29/07/2020 23:00,0.43,0.25,0.56,0.32,0.24,0.68,0.91,0.68,0.50,0.39,0.80,0.16,0.12,0.41,0.52,0.44,0.19,0.87,0.37,0.23,9.06
30/07/2020 00:00,0.23,0.19,0.40,0.33,0.15,0.39,0.40,0.44,0.39,0.82,0.87,0.15,0.09,0.25,0.25,0.34,0.06,0.64,0.16,0.19,6.72
30/07/2020 01:00,0.24,0.20,0.29,0.26,0.15,0.34,0.27,0.38,0.25,0.86,0.81,0.20,0.09,0.27,0.18,0.13,0.04,0.54,0.16,0.13,5.81
30/07/2020 02:00,0.22,0.14,0.26,0.82,0.14,0.36,0.21,0.39,0.28,0.24,0.20,0.20,0.43,0.25,0.18,0.13,0.06,0.37,0.19,0.14,5.22
30/07/2020 03:00,0.20,0.17,0.34,0.34,0.15,0.23,0.29,0.38,0.21,0.24,0.26,0.14,0.37,0.24,0.19,0.13,0.04,0.36,0.15,0.13,4.56
30/07/2020 04:00,0.22,0.97,0.28,0.29,0.17,0.27,0.25,0.37,0.36,0.56,0.23,0.13,0.46,0.25,0.16,0.12,0.04,0.37,0.16,0.09,5.75
30/07/2020 05:00,0.23,2.93,1.78,0.36,0.15,0.18,0.23,1.81,0.20,0.60,0.19,0.15,0.31,0.27,0.18,0.13,0.05,0.34,0.17,0.11,10.35
30/07/2020 06:00,0.21,2.12,2.69,0.22,0.18,0.12,0.22,3.65,0.29,0.41,0.19,0.49,0.12,0.36,0.19,0.12,0.05,0.36,0.10,0.17,12.26
30/07/2020 07:00,0.20,0.31,0.20,1.41,0.20,0.09,0.20,3.64,0.65,0.29,0.24,0.36,0.43,0.72,0.26,0.12,0.04,0.72,0.30,0.17,10.57
30/07/2020 08:00,0.20,0.21,0.20,0.39,0.16,0.30,0.53,0.54,0.42,0.86,0.19,0.45,0.19,0.80,1.96,0.14,1.01,1.43,0.28,0.30,10.55
30/07/2020 09:00,0.22,0.08,0.27,2.04,0.24,0.21,0.46,0.15,0.24,0.21,0.48,0.56,0.34,2.36,1.70,0.12,0.05,0.92,0.15,0.12,10.93
30/07/2020 10:00,0.21,0.10,0.43,1.28,0.34,0.59,0.26,0.26,0.33,0.21,0.31,0.54,0.22,1.05,1.04,0.12,0.06,0.63,0.49,0.26,8.72
30/07/2020 11:00,0.21,0.09,0.13,1.24,0.40,0.95,0.21,0.93,0.40,0.20,0.39,0.49,0.18,1.66,0.22,0.13,0.19,0.81,0.16,0.15,9.15
30/07/2020 12:00,0.15,0.09,0.97,0.29,0.72,0.51,0.47,1.52,0.29,0.29,1.53,0.37,0.29,0.75,0.21,0.12,1.09,0.76,0.14,0.44,11.00
30/07/2020 13:00,0.07,0.11,0.30,0.30,0.59,0.62,0.25,1.30,0.30,0.39,1.70,0.52,0.19,0.59,0.18,0.13,1.56,1.62,0.64,0.35,11.71
30/07/2020 14:00,0.08,0.21,0.25,0.23,0.27,0.87,0.26,0.31,0.40,0.73,0.77,1.03,0.17,0.24,0.27,0.13,0.23,0.68,1.18,0.28,8.61
30/07/2020 15:00,0.07,0.18,0.23,0.21,0.25,1.54,0.48,1.23,0.63,2.46,0.23,1.16,0.21,0.22,0.27,0.12,0.35,0.64,0.60,0.16,11.23
30/07/2020 16:00,0.05,0.61,0.59,0.21,0.20,0.69,2.59,0.62,0.34,0.44,0.20,1.05,0.19,0.29,0.26,0.31,0.03,3.22,0.43,0.38,12.70
30/07/2020 17:00,0.04,1.61,0.42,0.21,0.51,0.33,0.72,1.45,0.34,0.47,0.22,1.79,0.17,1.84,0.26,0.44,0.42,2.14,1.12,0.58,15.10
30/07/2020 18:00,0.05,0.12,0.28,0.21,0.43,0.62,0.16,2.32,0.48,1.01,1.18,0.43,0.13,0.89,0.36,0.42,0.23,2.50,2.12,1.52,15.45
30/07/2020 19:00,0.04,0.17,0.21,0.21,0.25,0.77,0.52,1.19,0.59,0.38,0.99,0.35,0.15,0.26,0.69,0.43,0.06,1.02,0.99,0.48,9.76
30/07/2020 20:00,0.04,0.29,0.18,0.21,0.24,0.85,0.26,0.58,0.94,0.41,3.62,0.37,0.17,0.29,0.66,0.44,0.06,0.68,0.87,0.23,11.39
