Latitude (decimal degrees):	52.141
Longitude (decimal degrees):	-10.269
Elevation (m):	8
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20200713:1611,209.5,261.4,40.65,14.62,5.38,0.0
20200713:1711,103.66,139.07,31.64,14.37,5.24,0.0
20200713:1811,146.38,195.53,22.45,13.98,4.97,0.0
20200713:1911,11.62,25.96,13.49,13.76,4.83,0.0
20200713:2011,0.0,3.5,5.09,13.53,4.48,0.0
20200713:2111,0.0,0.0,0.0,13.2,4.62,0.0
20200713:2211,0.0,0.0,0.0,12.6,5.1,0.0
20200713:2311,0.0,0.0,0.0,12.41,4.97,0.0
20200714:0011,0.0,0.0,0.0,12.31,4.97,0.0
20200714:0111,0.0,0.0,0.0,12.14,4.97,0.0
20200714:0211,0.0,0.0,0.0,12.13,4.97,0.0
20200714:0311,0.0,0.0,0.0,12.13,4.9,0.0
20200714:0411,0.0,0.0,0.0,12.05,4.48,0.0
20200714:0511,0.0,2.62,3.48,12.12,4.41,0.0
20200714:0611,45.8,69.96,11.74,12.3,4.21,0.0
20200714:0711,72.46,102.16,20.63,12.9,5.31,0.0
20200714:0811,67.7,96.42,29.8,13.29,5.45,0.0
20200714:0911,170.11,214.99,38.88,13.53,5.45,0.0
20200714:1011,90.3,123.31,47.35,14.02,5.24,0.0
20200714:1111,143.94,185.42,54.41,14.3,6.34,0.0
20200714:1211,131.93,171.51,58.79,14.14,6.07,0.0
20200714:1311,243.2,299.38,59.2,14.24,6.97,0.0
20200714:1411,242.2,298.11,55.49,14.44,7.59,0.0
20200714:1511,102.21,137.21,48.83,14.54,7.66,0.0
20200714:1611,93.44,127.01,40.56,14.5,7.45,0.0
20200714:1711,111.87,148.36,31.54,14.39,7.24,0.0
20200714:1811,12.25,26.89,22.36,14.03,6.9,0.0
20200714:1911,11.62,25.96,13.39,13.83,6.9,0.0
20200714:2011,0.0,3.5,4.98,13.47,6.9,0.0
20200714:2111,0.0,0.0,0.0,13.18,6.69,0.0
20200714:2211,0.0,0.0,0.0,13.35,6.69,0.0
20200714:2311,0.0,0.0,0.0,13.46,6.28,0.0
20200715:0011,0.0,0.0,0.0,13.56,5.86,0.0
20200715:0111,0.0,0.0,0.0,13.66,5.86,0.0
20200715:0211,0.0,0.0,0.0,13.78,6.14,0.0
20200715:0311,0.0,0.0,0.0,13.88,6.34,0.0
20200715:0411,0.0,0.0,0.0,13.89,6.34,0.0
20200715:0511,0.5,7.0,3.34,13.71,6.41,0.0
20200715:0611,41.23,64.71,11.6,13.8,6.07,0.0
20200715:0711,102.32,139.35,20.49,14.01,6.97,0.0
20200715:0811,84.78,116.82,29.67,14.12,6.14,0.0
20200715:0911,83.75,115.89,38.75,14.63,5.72,0.0
20200715:1011,97.09,131.65,47.21,14.76,5.03,0.0
20200715:1111,129.67,169.66,54.26,15.05,5.52,0.0
20200715:1211,309.5,378.78,58.63,15.18,5.45,0.0
20200715:1311,361.56,440.17,59.05,15.25,5.38,0.0
20200715:1411,298.95,366.2,55.36,15.13,5.45,0.0
20200715:1511,287.69,352.22,48.72,14.88,5.52,0.0
20200715:1611,254.83,313.74,40.45,14.62,5.17,0.0
20200715:1711,101.18,136.28,31.45,14.53,5.1,0.0
20200715:1811,80.0,111.61,22.26,14.32,5.1,0.0
20200715:1911,30.21,50.99,13.29,14.14,4.9,0.0
20200715:2011,0.0,5.25,4.87,13.96,4.34,0.0
20200715:2111,0.0,0.0,0.0,13.75,3.59,0.0
20200715:2211,0.0,0.0,0.0,13.88,3.31,0.0
20200715:2311,0.0,0.0,0.0,13.87,3.24,0.0
20200716:0011,0.0,0.0,0.0,13.87,3.1,0.0
20200716:0111,0.0,0.0,0.0,13.85,3.17,0.0
20200716:0211,0.0,0.0,0.0,13.79,3.31,0.0
20200716:0311,0.0,0.0,0.0,14.01,3.38,0.0
20200716:0411,0.0,0.0,0.0,13.98,3.52,0.0
20200716:0511,0.0,3.5,3.19,14.08,3.72,0.0
20200716:0611,21.25,39.35,11.46,14.14,4.0,0.0
20200716:0711,68.34,97.9,20.36,14.49,4.07,0.0
20200716:0811,175.01,223.2,29.53,14.9,4.07,0.0
20200716:0911,227.98,284.07,38.61,15.4,4.69,0.0
20200716:1011,414.25,506.29,47.07,16.28,4.14,0.0
20200716:1111,579.4,713.01,54.1,17.19,4.41,0.0
20200716:1211,680.22,839.98,58.47,17.16,4.97,0.0
20200716:1311,674.78,832.17,58.89,17.44,5.31,0.0
20200716:1411,569.07,695.98,55.22,17.49,5.66,0.0
20200716:1511,477.63,580.01,48.6,17.15,6.21,0.0
20200716:1611,366.67,445.85,40.34,16.52,6.34,0.0
20200716:1711,227.38,284.53,31.34,16.08,6.14,0.0
20200716:1811,106.45,144.25,22.15,15.68,5.86,0.0
20200716:1911,25.05,44.5,13.18,15.13,5.79,0.0
20200716:2011,0.0,3.5,4.76,14.79,5.66,0.0
20200716:2111,0.0,0.0,0.0,14.56,5.31,0.0
20200716:2211,0.0,0.0,0.0,14.65,6.0,0.0
20200716:2311,0.0,0.0,0.0,14.56,6.41,0.0
20200717:0011,0.0,0.0,0.0,14.47,6.69,0.0
20200717:0111,0.0,0.0,0.0,14.47,6.62,0.0
20200717:0211,0.0,0.0,0.0,14.45,6.69,0.0
20200717:0311,0.0,0.0,0.0,14.58,6.62,0.0
20200717:0411,0.0,0.0,0.0,14.6,6.76,0.0
20200717:0511,1.66,9.62,3.04,14.75,7.03,0.0
20200717:0611,38.87,62.09,11.32,15.12,7.52,0.0
20200717:0711,89.89,124.5,20.22,15.22,7.79,0.0
20200717:0811,49.39,75.1,29.39,15.38,7.72,0.0
20200717:0911,93.78,127.94,38.47,15.5,7.45,0.0
20200717:1011,57.81,85.29,46.92,15.31,7.24,0.0
20200717:1111,85.83,118.67,53.94,15.55,7.1,0.0
20200717:1211,118.41,156.68,58.3,15.59,7.38,0.0
20200717:1311,222.72,277.35,58.73,15.7,7.52,0.0
20200717:1411,182.44,230.85,55.07,15.74,7.59,0.0
20200717:1511,168.37,214.44,48.47,15.79,8.28,0.0
20200717:1611,104.2,139.99,40.23,15.46,8.34,0.0
20200717:1711,108.96,145.58,31.23,15.5,8.07,0.0
20200717:1811,22.93,41.72,22.04,15.32,7.79,0.0
20200717:1911,51.75,78.78,13.06,15.13,7.1,0.0
20200717:2011,0.0,3.5,4.63,14.9,6.55,0.0
20200717:2111,0.0,0.0,0.0,14.75,5.79,0.0
20200717:2211,0.0,0.0,0.0,14.37,5.59,0.0
20200717:2311,0.0,0.0,0.0,14.27,4.55,0.0
20200718:0011,0.0,0.0,0.0,14.16,3.66,0.0
20200718:0111,0.0,0.0,0.0,14.07,2.97,0.0
20200718:0211,0.0,0.0,0.0,13.92,2.41,0.0
20200718:0311,0.0,0.0,0.0,13.45,2.69,0.0
20200718:0411,0.0,0.0,0.0,13.31,2.76,0.0
20200718:0511,0.0,1.75,2.89,13.11,2.83,0.0
20200718:0611,16.21,32.35,11.17,12.86,3.17,0.0
20200718:0711,17.63,34.3,20.07,12.86,3.38,0.0
20200718:0811,120.12,157.58,29.25,12.77,3.31,0.0
20200718:0911,260.37,319.24,38.32,12.9,3.45,0.0
20200718:1011,622.57,758.39,46.77,13.51,3.24,0.0
20200718:1111,771.68,960.66,53.78,14.38,3.24,0.0
20200718:1211,581.25,710.59,58.13,14.81,3.93,0.0
20200718:1311,534.32,650.08,58.56,15.17,4.62,0.0
20200718:1411,775.58,954.34,54.92,15.2,4.76,0.0
20200718:1511,569.69,688.16,48.34,14.89,5.1,0.0
20200718:1611,392.65,474.12,40.11,14.71,5.24,0.0
20200718:1711,303.67,373.66,31.11,14.53,5.24,0.0
20200718:1811,156.72,213.24,21.92,14.11,5.31,0.0
20200718:1911,44.73,72.22,12.94,13.71,5.31,0.0
20200718:2011,8.32,20.99,4.5,13.12,5.24,0.0
20200718:2111,0.0,0.0,0.0,12.24,4.83,0.0
20200718:2211,0.0,0.0,0.0,11.63,4.14,0.0
20200718:2311,0.0,0.0,0.0,11.37,3.86,0.0
20200719:0011,0.0,0.0,0.0,11.11,3.79,0.0
20200719:0111,0.0,0.0,0.0,10.9,3.79,0.0
20200719:0211,0.0,0.0,0.0,10.56,3.59,0.0
20200719:0311,0.0,0.0,0.0,10.31,3.45,0.0
20200719:0411,0.0,0.0,0.0,10.21,3.31,0.0
20200719:0511,2.62,11.37,2.73,10.46,3.1,0.0
20200719:0611,33.25,54.22,11.02,10.86,3.1,0.0
20200719:0711,131.03,193.48,19.93,11.74,3.17,0.0
20200719:0811,307.54,382.09,29.11,12.75,3.24,0.0
20200719:0911,461.83,559.68,38.17,13.58,3.24,0.0
20200719:1011,636.81,778.61,46.61,14.29,3.45,0.0
20200719:1111,752.77,934.93,53.61,14.8,3.52,0.0
20200719:1211,739.49,926.82,57.95,15.42,3.17,0.0
20200719:1311,810.39,1030.62,58.39,15.85,2.9,0.0
20200719:1411,711.02,884.37,54.77,16.22,3.79,0.0
20200719:1511,592.32,722.6,48.2,15.8,4.48,0.0
20200719:1611,522.95,632.28,39.98,15.22,4.83,0.0
20200719:1711,372.43,458.62,30.99,14.85,4.97,0.0
20200719:1811,144.32,193.85,21.8,14.96,4.9,0.0
20200719:1911,45.8,70.83,12.81,14.55,4.62,0.0
20200719:2011,3.02,12.24,4.37,13.83,4.21,0.0
20200719:2111,0.0,0.0,0.0,12.5,3.45,0.0
20200719:2211,0.0,0.0,0.0,12.73,2.48,0.0
20200719:2311,0.0,0.0,0.0,12.44,2.14,0.0
20200720:0011,0.0,0.0,0.0,12.09,1.86,0.0
20200720:0111,0.0,0.0,0.0,11.75,1.59,0.0
20200720:0211,0.0,0.0,0.0,11.16,1.79,0.0
20200720:0311,0.0,0.0,0.0,10.84,1.93,0.0
20200720:0411,0.0,0.0,0.0,10.6,2.07,0.0
20200720:0511,1.72,9.62,2.57,10.2,1.86,0.0
20200720:0611,30.37,50.72,10.87,11.13,1.24,0.0
20200720:0711,125.64,194.59,19.78,12.53,1.1,0.0
20200720:0811,318.87,404.23,28.96,13.37,0.9,0.0
20200720:0911,505.92,625.79,38.02,14.21,1.45,0.0
20200720:1011,654.79,825.88,46.45,15.06,1.45,0.0
20200720:1111,659.91,840.26,53.44,15.16,1.24,0.0
20200720:1211,798.42,1023.19,57.77,15.27,2.14,0.0
20200720:1311,777.47,980.17,58.21,15.56,3.1,0.0
20200720:1411,664.18,821.17,54.6,15.99,3.86,0.0
20200720:1511,468.82,571.67,48.05,15.62,3.93,0.0
20200720:1611,533.29,649.11,39.84,15.69,4.07,0.0
20200720:1711,343.45,425.17,30.86,15.3,4.14,0.0
20200720:1811,165.76,239.29,21.67,14.85,3.59,0.0
20200720:1911,25.14,49.95,12.68,14.52,2.83,0.0
20200720:2011,7.71,20.11,4.23,13.79,2.34,0.0
20200720:2111,0.0,0.0,0.0,13.16,1.59,0.0
20200720:2211,0.0,0.0,0.0,12.12,1.66,0.0
20200720:2311,0.0,0.0,0.0,12.56,1.03,0.0
20200721:0011,0.0,0.0,0.0,12.55,1.17,0.0
20200721:0111,0.0,0.0,0.0,12.53,1.45,0.0
20200721:0211,0.0,0.0,0.0,12.4,1.72,0.0
20200721:0311,0.0,0.0,0.0,11.98,1.86,0.0
20200721:0411,0.0,0.0,0.0,11.2,2.14,0.0
20200721:0511,1.72,9.62,2.41,10.49,2.55,0.0
20200721:0611,40.9,63.84,10.71,11.41,2.07,0.0
20200721:0711,125.48,182.56,19.63,12.67,2.28,0.0
20200721:0811,254.15,318.65,28.81,14.06,2.83,0.0
20200721:0911,401.58,489.01,37.87,14.79,3.45,0.0
20200721:1011,649.74,796.38,46.29,16.0,4.07,0.0
20200721:1111,754.37,939.64,53.26,16.43,3.93,0.0
20200721:1211,676.47,837.13,57.58,16.89,4.48,0.0
20200721:1311,851.4,1063.18,58.03,16.97,5.17,0.0
20200721:1411,666.42,818.61,54.43,17.03,5.24,0.0
20200721:1511,551.43,672.08,47.9,16.92,5.17,0.0
20200721:1611,221.08,277.36,39.7,16.78,5.31,0.0
20200721:1711,53.6,80.66,30.73,16.52,5.52,0.0
20200721:1811,63.73,92.71,21.54,15.96,5.66,0.0
20200721:1911,10.26,24.1,12.54,15.5,5.93,0.0
20200721:2011,0.0,2.62,4.08,14.95,5.38,0.0
20200721:2111,0.0,0.0,0.0,14.57,5.03,0.0
20200721:2211,0.0,0.0,0.0,14.32,5.59,0.0
20200721:2311,0.0,0.0,0.0,14.33,5.52,0.0
20200722:0011,0.0,0.0,0.0,14.23,5.79,0.0
20200722:0111,0.0,0.0,0.0,14.38,6.28,0.0
20200722:0211,0.0,0.0,0.0,14.25,6.62,0.0
20200722:0311,0.0,0.0,0.0,14.54,7.17,0.0
20200722:0411,0.0,0.0,0.0,14.64,6.97,0.0
20200722:0511,0.0,0.87,2.24,14.76,6.83,0.0
20200722:0611,4.97,15.74,10.55,15.06,6.69,0.0
20200722:0711,44.82,69.53,19.47,15.4,6.48,0.0
20200722:0811,99.14,134.43,28.65,15.78,6.97,0.0
20200722:0911,148.77,192.28,37.71,16.09,6.97,0.0
20200722:1011,117.88,156.68,46.12,16.34,6.55,0.0
20200722:1111,327.3,400.3,53.08,16.43,6.48,0.0
20200722:1211,252.23,314.03,57.39,17.15,6.48,0.0
20200722:1311,453.19,551.65,57.83,17.23,6.48,0.0
20200722:1411,470.9,571.92,54.26,17.07,6.48,0.0
20200722:1511,560.78,679.1,47.74,17.08,6.48,0.0
20200722:1611,469.22,566.71,39.56,16.82,6.62,0.0
20200722:1711,190.48,241.37,30.59,16.34,6.62,0.0
20200722:1811,51.49,77.88,21.4,16.01,6.69,0.0
20200722:1911,8.41,21.32,12.4,15.79,6.41,0.0
20200722:2011,0.0,2.62,3.93,15.65,6.0,0.0
20200722:2111,0.0,0.0,0.0,15.54,5.52,0.0
20200722:2211,0.0,0.0,0.0,15.13,5.45,0.0
20200722:2311,0.0,0.0,0.0,15.16,5.1,0.0
20200723:0011,0.0,0.0,0.0,15.12,5.31,0.0
20200723:0111,0.0,0.0,0.0,14.95,5.38,0.0
20200723:0211,0.0,0.0,0.0,14.89,5.03,0.0
20200723:0311,0.0,0.0,0.0,14.81,4.76,0.0
20200723:0411,0.0,0.0,0.0,14.72,4.48,0.0
20200723:0511,0.0,2.62,2.07,14.63,4.28,0.0
20200723:0611,1.66,9.62,10.39,14.65,4.07,0.0
20200723:0711,35.93,58.41,19.31,14.82,4.07,0.0
20200723:0811,77.11,108.47,28.49,15.08,3.66,0.0
20200723:0911,263.52,325.8,37.54,15.19,3.72,0.0
20200723:1011,242.15,301.67,45.95,15.57,3.72,0.0
20200723:1111,317.44,391.48,52.89,15.93,3.59,0.0
20200723:1211,399.74,491.05,57.19,16.13,3.59,0.0
20200723:1311,616.67,761.25,57.64,16.17,3.79,0.0
20200723:1411,501.25,613.7,54.07,16.29,4.07,0.0
20200723:1511,381.31,466.69,47.58,16.01,3.86,0.0
20200723:1611,381.59,466.76,39.41,15.67,3.38,0.0
20200723:1711,240.8,301.9,30.44,15.3,3.03,0.0
20200723:1811,120.87,163.9,21.25,15.2,3.03,0.0
20200723:1911,30.77,51.92,12.25,14.96,2.97,0.0
20200723:2011,0.0,2.62,3.77,14.57,2.9,0.0
20200723:2111,0.0,0.0,0.0,14.22,2.34,0.0
20200723:2211,0.0,0.0,0.0,13.91,1.24,0.0
20200723:2311,0.0,0.0,0.0,13.8,1.17,0.0
20200724:0011,0.0,0.0,0.0,13.77,1.86,0.0
20200724:0111,0.0,0.0,0.0,13.45,2.21,0.0
20200724:0211,0.0,0.0,0.0,13.49,2.14,0.0
20200724:0311,0.0,0.0,0.0,13.63,2.55,0.0
20200724:0411,0.0,0.0,0.0,13.65,2.9,0.0
20200724:0511,0.0,0.87,1.9,13.8,3.24,0.0
20200724:0611,3.01,12.24,10.22,14.01,4.07,0.0
20200724:0711,98.79,136.75,19.15,14.54,4.97,0.0
20200724:0811,82.0,114.03,28.33,15.16,6.28,0.0
20200724:0911,38.01,61.19,37.38,15.77,5.93,0.0
20200724:1011,53.01,79.73,45.77,15.93,6.21,0.0
20200724:1111,142.3,184.49,52.7,15.61,6.69,0.0
20200724:1211,68.4,98.27,56.99,16.05,6.97,0.0
20200724:1311,118.61,157.61,57.43,16.58,7.17,0.0
20200724:1411,117.57,156.68,53.89,17.23,8.41,0.0
20200724:1511,90.69,125.16,47.41,17.26,8.55,0.0
20200724:1611,50.5,76.95,39.25,17.07,8.55,0.0
20200724:1711,55.91,83.44,30.29,16.73,8.41,0.0
20200724:1811,14.67,30.59,21.1,16.47,8.14,0.0
20200724:1911,4.41,14.83,12.09,16.26,7.86,0.0
20200724:2011,0.0,2.62,3.61,15.85,6.48,0.0
20200724:2111,0.0,0.0,0.0,15.46,6.55,0.0
20200724:2211,0.0,0.0,0.0,15.04,6.14,0.0
20200724:2311,0.0,0.0,0.0,14.62,5.52,0.0
20200725:0011,0.0,0.0,0.0,14.34,5.38,0.0
20200725:0111,0.0,0.0,0.0,14.25,5.03,0.0
20200725:0211,0.0,0.0,0.0,14.06,5.03,0.0
20200725:0311,0.0,0.0,0.0,14.02,4.62,0.0
20200725:0411,0.0,0.0,0.0,13.73,4.34,0.0
20200725:0511,0.0,0.87,1.72,13.65,4.14,0.0
20200725:0611,2.56,11.37,10.05,13.66,4.0,0.0
20200725:0711,39.02,62.12,18.98,14.09,3.45,0.0
20200725:0811,133.33,174.46,28.17,14.73,3.31,0.0
20200725:0911,136.81,178.2,37.21,14.8,3.72,0.0
20200725:1011,131.05,171.51,45.59,15.03,4.34,0.0
20200725:1111,130.19,170.59,52.51,15.35,5.03,0.0
20200725:1211,213.76,266.84,56.78,14.77,5.38,0.0
20200725:1311,723.18,880.76,57.22,14.88,5.66,0.0
20200725:1411,600.92,726.73,53.69,15.75,6.28,0.0
20200725:1511,409.72,495.81,47.23,15.99,6.28,0.0
20200725:1611,481.39,579.22,39.09,16.13,6.76,0.0
20200725:1711,340.58,418.34,30.13,15.45,7.03,0.0
20200725:1811,153.39,215.08,20.94,16.17,6.76,0.0
20200725:1911,42.32,68.03,11.93,15.69,6.34,0.0
20200725:2011,0.0,2.62,3.44,15.02,6.34,0.0
20200725:2111,0.0,0.0,0.0,13.99,6.14,0.0
20200725:2211,0.0,0.0,0.0,14.06,6.28,0.0
20200725:2311,0.0,0.0,0.0,13.95,6.0,0.0
20200726:0011,0.0,0.0,0.0,13.91,5.79,0.0
20200726:0111,0.0,0.0,0.0,14.09,6.21,0.0
20200726:0211,0.0,0.0,0.0,13.94,6.55,0.0
20200726:0311,0.0,0.0,0.0,13.69,6.55,0.0
20200726:0411,0.0,0.0,0.0,13.61,6.76,0.0
20200726:0511,0.0,0.87,1.54,13.64,7.03,0.0
20200726:0611,34.2,55.97,9.88,13.89,6.83,0.0
20200726:0711,85.09,118.72,18.82,14.11,6.41,0.0
20200726:0811,138.03,179.17,28.0,14.43,5.31,0.0
20200726:0911,162.22,206.85,37.04,14.41,4.97,0.0
20200726:1011,91.39,125.16,45.41,14.91,4.21,0.0
20200726:1111,163.28,208.6,52.31,14.48,4.07,0.0
20200726:1211,245.77,305.02,56.56,14.86,4.14,0.0
20200726:1311,517.03,628.68,57.01,15.07,4.48,0.0
20200726:1411,307.18,376.2,53.49,15.18,5.03,0.0
20200726:1511,113.78,151.12,47.05,14.88,5.45,0.0
20200726:1611,61.75,89.93,38.92,14.94,6.14,0.0
20200726:1711,27.25,47.28,29.97,14.67,5.31,0.0
20200726:1811,10.94,25.03,20.78,14.58,4.76,0.0
20200726:1911,7.28,19.47,11.76,14.51,4.76,0.0
20200726:2011,4.47,14.87,3.26,14.55,6.28,0.0
20200726:2111,0.0,0.0,0.0,14.61,7.52,0.0
20200726:2211,0.0,0.0,0.0,15.1,6.97,0.0
20200726:2311,0.0,0.0,0.0,15.01,6.14,0.0
20200727:0011,0.0,0.0,0.0,15.06,5.45,0.0
20200727:0111,0.0,0.0,0.0,14.99,4.69,0.0
20200727:0211,0.0,0.0,0.0,15.16,4.21,0.0
20200727:0311,0.0,0.0,0.0,15.46,3.38,0.0
20200727:0411,0.0,0.0,0.0,15.38,3.38,0.0
20200727:0511,0.0,0.0,0.0,15.43,3.38,0.0
20200727:0611,1.24,8.74,9.7,15.23,6.0,0.0
20200727:0711,90.74,125.61,18.65,13.69,8.28,0.0
20200727:0811,100.62,134.45,27.83,13.1,9.24,0.0
20200727:0911,207.5,256.45,36.87,13.6,9.24,0.0
20200727:1011,315.24,379.83,45.22,14.14,8.83,0.0
20200727:1111,649.08,774.1,52.11,14.86,8.55,0.0
20200727:1211,208.42,260.36,56.35,15.47,8.07,0.0
20200727:1311,451.71,542.16,56.79,15.43,8.34,0.0
20200727:1411,594.63,710.12,53.28,15.34,8.76,0.0
20200727:1511,436.96,522.35,46.86,15.36,8.97,0.0
20200727:1611,212.21,264.13,38.74,15.5,8.69,0.0
20200727:1711,173.9,220.76,29.8,15.44,8.14,0.0
20200727:1811,104.86,142.47,20.61,14.92,7.79,0.0
20200727:1911,19.56,37.08,11.59,14.4,7.45,0.0
20200727:2011,0.0,1.75,3.08,13.86,6.62,0.0
20200727:2111,0.0,0.0,0.0,13.68,5.93,0.0
20200727:2211,0.0,0.0,0.0,13.23,5.59,0.0
20200727:2311,0.0,0.0,0.0,13.09,5.59,0.0
20200728:0011,0.0,0.0,0.0,13.1,5.52,0.0
20200728:0111,0.0,0.0,0.0,13.16,5.31,0.0
20200728:0211,0.0,0.0,0.0,13.02,4.97,0.0
20200728:0311,0.0,0.0,0.0,12.83,4.69,0.0
20200728:0411,0.0,0.0,0.0,12.82,4.62,0.0
20200728:0511,0.0,0.0,0.0,12.83,4.55,0.0
20200728:0611,26.06,45.47,9.53,13.03,4.41,0.0
20200728:0711,101.67,140.87,18.48,13.57,4.55,0.0
20200728:0811,193.64,243.98,27.66,13.85,5.1,0.0
20200728:0911,447.62,537.95,36.69,14.14,5.17,0.0
20200728:1011,290.08,354.4,45.04,14.35,4.97,0.0
20200728:1111,427.82,518.21,51.9,14.59,4.55,0.0
20200728:1211,568.07,691.26,56.12,15.03,4.62,0.0
20200728:1311,658.16,805.66,56.56,15.29,4.69,0.0
20200728:1411,658.44,804.11,53.07,15.23,4.76,0.0
20200728:1511,479.63,580.79,46.67,15.19,4.69,0.0
20200728:1611,360.02,438.09,38.56,15.18,4.34,0.0
20200728:1711,219.22,274.64,29.63,14.86,4.28,0.0
20200728:1811,90.79,125.3,20.44,14.81,4.07,0.0
20200728:1911,13.51,28.74,11.41,14.4,3.93,0.0
20200728:2011,1.67,9.62,2.89,13.98,3.1,0.0
20200728:2111,0.0,0.0,0.0,13.24,1.86,0.0
20200728:2211,0.0,0.0,0.0,12.61,1.86,0.0
20200728:2311,0.0,0.0,0.0,12.65,1.1,0.0
20200729:0011,0.0,0.0,0.0,12.78,1.38,0.0
20200729:0111,0.0,0.0,0.0,12.92,1.52,0.0
20200729:0211,0.0,0.0,0.0,12.96,1.72,0.0
20200729:0311,0.0,0.0,0.0,13.09,1.79,0.0
20200729:0411,0.0,0.0,0.0,12.87,2.34,0.0
20200729:0511,0.0,0.0,0.0,12.8,2.97,0.0
20200729:0611,7.2,19.24,9.34,12.74,3.52,0.0
20200729:0711,20.4,38.01,18.3,12.81,4.34,0.0
20200729:0811,48.41,73.24,27.49,12.89,5.24,0.0
20200729:0911,57.6,84.37,36.51,13.18,5.66,0.0
20200729:1011,64.43,92.71,44.84,13.87,6.48,0.0
20200729:1111,103.86,139.07,51.69,14.34,7.1,0.0
20200729:1211,114.01,151.12,55.89,14.86,7.31,0.0
20200729:1311,231.84,287.58,56.33,15.47,7.45,0.0
20200729:1411,93.67,127.94,52.85,15.73,7.38,0.0
20200729:1511,113.54,151.12,46.47,15.72,7.31,0.0
20200729:1611,134.47,175.46,38.37,15.81,7.24,0.0
20200729:1711,46.07,71.39,29.44,16.5,6.41,0.0
20200729:1811,100.72,138.89,20.26,16.53,5.38,0.0
20200729:1911,36.59,59.62,11.22,16.43,5.59,0.0
20200729:2011,0.15,6.12,2.7,16.26,5.86,0.0
20200729:2111,0.0,0.0,0.0,16.11,6.41,0.0
20200729:2211,0.0,0.0,0.0,15.91,7.17,0.0
20200729:2311,0.0,0.0,0.0,16.04,7.31,0.0
20200730:0011,0.0,0.0,0.0,16.24,7.59,0.0
20200730:0111,0.0,0.0,0.0,16.3,7.93,0.0
20200730:0211,0.0,0.0,0.0,16.38,8.28,0.0
20200730:0311,0.0,0.0,0.0,16.47,8.62,0.0
20200730:0411,0.0,0.0,0.0,16.6,8.62,0.0
20200730:0511,0.0,0.0,0.0,16.56,8.62,0.0
20200730:0611,23.64,42.85,9.16,16.43,8.14,0.0
20200730:0711,33.49,55.63,18.12,16.57,8.21,0.0
20200730:0811,78.39,110.33,27.31,16.63,8.28,0.0
20200730:0911,217.12,271.26,36.33,16.98,9.1,0.0
20200730:1011,353.72,428.58,44.65,16.99,9.31,0.0
20200730:1111,562.99,676.46,51.47,17.35,9.45,0.0
20200730:1211,321.53,393.46,55.66,17.74,9.86,0.0
20200730:1311,641.54,774.97,56.09,18.41,10.14,0.0
20200730:1411,731.75,886.1,52.63,18.67,9.79,0.0
20200730:1511,522.2,629.83,46.26,18.53,9.52,0.0
20200730:1611,524.59,628.94,38.18,18.19,10.34,0.0
20200730:1711,341.02,421.65,29.26,17.97,10.41,0.0
20200730:1811,91.37,127.41,20.07,17.78,10.21,0.0
20200730:1911,9.54,23.18,11.03,17.35,9.24,0.0
20200730:2011,0.0,0.87,2.5,16.84,9.03,0.0
20200730:2111,0.0,0.0,0.0,16.62,9.24,0.0
20200730:2211,0.0,0.0,0.0,16.28,9.24,0.0
20200730:2311,0.0,0.0,0.0,16.26,8.97,0.0
20200731:0011,0.0,0.0,0.0,16.37,8.69,0.0
20200731:0111,0.0,0.0,0.0,16.41,8.07,0.0
20200731:0211,0.0,0.0,0.0,16.34,7.1,0.0
20200731:0311,0.0,0.0,0.0,16.41,6.14,0.0
20200731:0411,0.0,0.0,0.0,16.28,4.97,0.0
20200731:0511,0.0,0.0,0.0,16.13,3.86,0.0
20200731:0611,0.85,7.87,8.98,15.83,3.66,0.0
20200731:0711,109.18,171.21,17.94,15.85,4.28,0.0
20200731:0811,185.76,237.33,27.13,16.04,4.76,0.0
20200731:0911,154.38,199.32,36.14,16.19,5.03,0.0
20200731:1011,131.19,172.44,44.45,16.47,5.66,0.0
20200731:1111,184.58,234.93,51.26,16.93,6.21,0.0
20200731:1211,325.89,399.21,55.42,16.69,6.55,0.0
20200731:1311,582.14,707.52,55.85,17.03,6.55,0.0
20200731:1411,329.29,404.28,52.4,17.3,6.34,0.0
20200731:1511,393.41,480.32,46.05,17.39,5.66,0.0
20200731:1611,258.44,320.93,37.98,16.91,5.1,0.0
20200731:1711,57.37,85.29,29.07,16.57,4.9,0.0
20200731:1811,29.2,50.06,19.88,16.0,5.03,0.0
20200731:1911,9.36,22.74,10.84,15.14,5.03,0.0
20200731:2011,0.0,1.75,2.29,14.84,4.76,0.0
20200731:2111,0.0,0.0,0.0,14.52,4.97,0.0
20200731:2211,0.0,0.0,0.0,14.06,3.93,0.0
20200731:2311,0.0,0.0,0.0,13.91,4.21,0.0
20200801:0011,0.0,0.0,0.0,13.73,4.62,0.0
20200801:0111,0.0,0.0,0.0,13.56,4.97,0.0
20200801:0211,0.0,0.0,0.0,13.57,5.03,0.0
20200801:0311,0.0,0.0,0.0,13.74,5.03,0.0
20200801:0411,0.0,0.0,0.0,13.36,4.9,0.0
20200801:0511,0.0,0.0,0.0,13.47,4.55,0.0
